Title,Overall Rating,Year,Genre,MPAA Rating,Directors,Actors,Plot
Star Trek: Beyond,7.1,-2016,"Action, Adventure, Sci-Fi",PG-13,['Justin Lin'],"['Chris Pine', 'Zachary Quinto', 'Karl Urban', 'Zoe Saldana']","The U.S.S. Enterprise crew explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test."
Miss Peregrine's Home for Peculiar Children,6.7,-2016,"Adventure, Drama, Family",PG-13,['Tim Burton'],"['Eva Green', 'Asa Butterfield', 'Samuel L. Jackson', 'Judi Dench']","When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers."
A Cure for Wellness,6.4,-2016,"Drama, Fantasy, Horror",R,['Gore Verbinski'],"['Dane DeHaan', 'Jason Isaacs', 'Mia Goth', 'Ivo Nandi']","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem."
Mother's Day,5.6,(I) (2016),"Comedy, Drama",PG-13,['Garry Marshall'],"['Jennifer Aniston', 'Kate Hudson', 'Julia Roberts', 'Jason Sudeikis']",Three generations come together in the week leading up to Mother's Day.
Dangal,8.6,-2016,"Action, Biography, Drama",Not Rated,['Nitesh Tiwari'],"['Aamir Khan', 'Sakshi Tanwar', 'Fatima Sana Shaikh', 'Sanya Malhotra']",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
The Accountant,7.4,-2016,"Action, Crime, Drama",R,"[""Gavin O'Connor""]","['Ben Affleck', 'Anna Kendrick', 'J.K. Simmons', 'Jon Bernthal']","As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise."
Why Him?,6.2,-2016,Comedy,R,['John Hamburg'],"['Zoey Deutch', 'James Franco', 'Tangie Ambrose', 'Cedric the Entertainer']",A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley millionaire boyfriend is about to pop the question.
The Neon Demon,6.2,-2016,"Horror, Thriller",R,['Nicolas Winding Refn'],"['Elle Fanning', 'Christina Hendricks', 'Keanu Reeves', 'Karl Glusman']","When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has."
Finding Dory,7.3,-2016,"Animation, Adventure, Comedy",PG,"['Andrew Stanton', 'Angus MacLane']","['Ellen DeGeneres', 'Albert Brooks', ""Ed O'Neill"", 'Kaitlin Olson']","The friendly but forgetful blue tang fish, Dory, begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way."
Sausage Party,6.2,-2016,"Animation, Adventure, Comedy",R,"['Greg Tiernan', 'Conrad Vernon']","['Seth Rogen', 'Kristen Wiig', 'Jonah Hill', 'Alistair Abell']",A sausage strives to discover the truth about his existence.
Captain Fantastic,7.9,-2016,"Comedy, Drama",R,['Matt Ross'],"['Viggo Mortensen', 'George MacKay', 'Samantha Isler', 'Annalise Basso']","In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
Central Intelligence,6.3,-2016,"Action, Comedy, Crime",PG-13,['Rawson Marshall Thurber'],"['Dwayne Johnson', 'Kevin Hart', 'Danielle Nicolet', 'Amy Ryan']","After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage."
The 5th Wave,5.2,-2016,"Action, Adventure, Sci-Fi",PG-13,['J Blakeson'],"['Chlo\xc3\xab Grace Moretz', 'Matthew Zuk', 'Gabriela Lopez', 'Bailey Anne Borders']","Four waves of increasingly deadly alien attacks have left most of Earth decimated. Cassie is on the run, desperately trying to save her younger brother."
Don't Breathe,7.1,-2016,"Crime, Horror, Thriller",R,['Fede Alvarez'],"['Stephen Lang', 'Jane Levy', 'Dylan Minnette', 'Daniel Zovatto']","Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems."
The Brothers Grimsby,6.2,-2016,"Action, Adventure, Comedy",R,['Louis Leterrier'],"['Sacha Baron Cohen', 'Mark Strong', 'Rebel Wilson', 'Freddie Crowder']",A new assignment forces a top spy to team up with his football hooligan brother.
Brimstone,7.1,-2016,"Thriller, Western",R,['Martin Koolhoven'],"['Dakota Fanning', 'Paul Anderson', 'Kit Harington', 'Guy Pearce']","From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger."
The Conjuring 2,7.4,-2016,"Horror, Mystery, Thriller",R,['James Wan'],"['Vera Farmiga', 'Patrick Wilson', 'Madison Wolfe', ""Frances O'Connor""]",Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.
Midnight Special,6.6,-2016,"Drama, Mystery, Sci-Fi",PG-13,['Jeff Nichols'],"['Michael Shannon', 'Joel Edgerton', 'Kirsten Dunst', 'Adam Driver']","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers."
Allied,7.1,-2016,"Action, Drama, Romance",R,['Robert Zemeckis'],"['Brad Pitt', 'Marion Cotillard', 'Jared Harris', 'Vincent Ebrahim']","In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war."
The Belko Experiment,6.1,-2016,"Action, Horror, Thriller",R,['Greg McLean'],"['John Gallagher Jr.', 'Tony Goldwyn', 'Adria Arjona', 'John C. McGinley']","In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogot��, Colombia, and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed."
The Shallows,6.3,-2016,"Drama, Horror, Thriller",PG-13,['Jaume Collet-Serra'],"['Blake Lively', '\xc3\x93scar Jaenada', 'Angelo Josue Lozano Corzo', 'Joseph Salas']","A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills."
Now You See Me 2,6.5,-2016,"Action, Adventure, Comedy",PG-13,['Jon M. Chu'],"['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Dave Franco']","The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
The Handmaiden,8.1,-2016,"Crime, Drama, Mystery",Not Rated,['Chan-wook Park'],"['Min-hee Kim', 'Jung-woo Ha', 'Jin-woong Jo', 'So-ri Moon']","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
Deepwater Horizon,7.2,-2016,"Action, Drama, Thriller",PG-13,['Peter Berg'],"['Mark Wahlberg', 'Kurt Russell', 'Douglas M. Griffin', 'James DuMont']","A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history."
The Death of Stalin,7.2,-2017,Comedy,R,['Armando Iannucci'],"['Steve Buscemi', 'Simon Russell Beale', 'Jeffrey Tambor', 'Andrea Riseborough']",Follows the Soviet dictator's last days and depicts the chaos of the regime after his death.
Phantom Thread,7.8,-2017,"Drama, Romance",R,['Paul Thomas Anderson'],"['Vicky Krieps', 'Daniel Day-Lewis', 'Lesley Manville', 'Sue Clark']","Set in 1950's London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover."
Baby Driver,7.7,-2017,"Action, Crime, Music",R,['Edgar Wright'],"['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm', 'Eiza Gonz\xc3\xa1lez']","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
Guardians of the Galaxy Vol. 2,7.7,-2017,"Action, Adventure, Sci-Fi",PG-13,['James Gunn'],"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista', 'Vin Diesel']",The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.
The Florida Project,7.7,-2017,Drama,R,['Sean Baker'],"['Brooklynn Prince', 'Bria Vinaite', 'Willem Dafoe', 'Christopher Rivera']","Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World."
Valerian and the City of a Thousand Planets,6.5,-2017,"Action, Adventure, Fantasy",PG-13,['Luc Besson'],"['Dane DeHaan', 'Cara Delevingne', 'Clive Owen', 'Rihanna']","A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe."
Axis,6.5,-2017,"Drama, Thriller",,['Aisha Tyler'],"['Sam Rockwell', 'Emily Bett Rickards', 'Paget Brewster', 'Ciar\xc3\xa1n Hinds']","On the morning he is set to star in a career-changing blockbuster film, an Irish actor trying to live down his rocky past confronts a series of devastating events that threaten his sobriety."
You Were Never Really Here,7.5,-2017,"Drama, Mystery, Thriller",R,['Lynne Ramsay'],"['Joaquin Phoenix', 'Dante Pereira-Olson', 'Larry Canady', 'Vinicius Damasceno']","A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening."
Alien: Covenant,6.5,-2017,"Horror, Sci-Fi, Thriller",R,['Ridley Scott'],"['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup', 'Danny McBride']","The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape."
Mother!,6.7,-2017,"Drama, Horror, Mystery",R,['Darren Aronofsky'],"['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris', 'Michelle Pfeiffer']","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence."
Kingsman: The Golden Circle,6.8,-2017,"Action, Adventure, Comedy",R,['Matthew Vaughn'],"['Taron Egerton', 'Colin Firth', 'Mark Strong', 'Channing Tatum']","When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the US. These two elite secret organizations must band together to defeat a common enemy."
I Kill Giants,7.4,-2017,"Drama, Fantasy, Thriller",Not Rated,['Anders Walter'],"['Madison Wolfe', 'Zoe Saldana', 'Imogen Poots', 'Sydney Wade']",Barbara Thorson struggles through life by escaping into a fantasy life of magic and monsters.
Transformers: The Last Knight,5.2,-2017,"Action, Adventure, Sci-Fi",PG-13,['Michael Bay'],"['Mark Wahlberg', 'Anthony Hopkins', 'Josh Duhamel', 'Laura Haddock']","Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth."
Beauty and the Beast,7.3,-2017,"Family, Fantasy, Musical",PG,['Bill Condon'],"['Emma Watson', 'Dan Stevens', 'Luke Evans', 'Josh Gad']",An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.
The Ritual,6.3,(I) (2017),Horror,TV-MA,['David Bruckner'],"['Rafe Spall', 'Arsher Ali', 'Robert James-Collier', 'Sam Troughton']","A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them."
The Post,7.3,-2017,"Biography, Drama, History",PG-13,['Steven Spielberg'],"['Meryl Streep', 'Tom Hanks', 'Sarah Paulson', 'Bob Odenkirk']",A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between the press and the government.
The Square,7.4,-2017,"Comedy, Drama",R,['Ruben \xc3\x96stlund'],"['Claes Bang', 'Elisabeth Moss', 'Dominic West', 'Terry Notary']",A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.
The Mountain Between Us,6.4,-2017,"Action, Adventure, Drama",PG-13,['Hany Abu-Assad'],"['Idris Elba', 'Kate Winslet', 'Beau Bridges', 'Dermot Mulroney']","Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness."
Film Stars Don't Die in Liverpool,6.8,-2017,"Biography, Drama, Romance",R,['Paul McGuigan'],"['Jamie Bell', 'Stephen Graham', 'Annette Bening', 'Vanessa Redgrave']",A romance sparks between a young actor and a Hollywood leading lady.
The Forgiven,5.4,-2017,Thriller,R,['Roland Joff\xc3\xa9'],"['Forest Whitaker', 'Eric Bana', 'Jeff Gum', 'Morn\xc3\xa9 Visser']","After the end of Apartheid, Archbishop Desmond Tutu meets with a brutal murderer seeking redemption."
American Assassin,6.2,-2017,"Action, Thriller",R,['Michael Cuesta'],"[""Dylan O'Brien"", 'Michael Keaton', 'Sanaa Lathan', 'Taylor Kitsch']","After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley."
Best F(r)iends,7.2,-2017,"Comedy, Thriller",,['Justin MacGregor'],"['Greg Sestero', 'Tommy Wiseau', 'Kristen StephensonPino', 'Vince Jolivette']","When a drifter befriends a quirky mortician, an unlikely business partnership is formed. Paranoia soon develops, however, and both men are forced to come to terms with the fragility of friendship and loyalty."
Snatched,4.4,-2017,"Action, Comedy",R,['Jonathan Levine'],"['Amy Schumer', 'Goldie Hawn', 'Kim Caramele', 'Raven Goodwin']","When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results."
Ghost in the Shell,6.4,-2017,"Action, Crime, Drama",PG-13,['Rupert Sanders'],"['Scarlett Johansson', 'Pilou Asb\xc3\xa6k', 'Takeshi Kitano', 'Juliette Binoche']","In the near future, Major is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals."
Ghost Stories,6.7,(I) (2017),"Drama, Horror",,"['Jeremy Dyson', 'Andy Nyman']","['Andy Nyman', 'Martin Freeman', 'Paul Whitehouse', 'Alex Lawther']",Arch skeptic Professor Phillip Goodman embarks upon a terror-filled quest when he stumbles across a long-lost file containing details of three cases of inexplicable 'hauntings'.
Detroit,7.4,-2017,"Crime, Drama, Thriller",R,['Kathryn Bigelow'],"['John Boyega', 'Anthony Mackie', 'Algee Smith', 'Jacob Latimore']",Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.
